"Name","Location","Year","Kilometers_Driven","Fuel_Type","Transmission","Owner_Type","Mileage","Engine","Power","Seats","Price"
"Honda City 1.5 V MT","Coimbatore","2012.0","66245.0","Petrol","Manual","First","17.0 kmpl","1497 CC","118 bhp","5.0","5.68"
"Mahindra Scorpio LX BS IV","Bangalore","2007.0","74112.0","Diesel","Manual","First","12.05 kmpl","2179 CC","120 bhp","9.0","4.1"
"Skoda Laura 1.8 TSI Ambiente","Delhi","2011.0","87670.0","Petrol","Manual","First","13.4 kmpl","1798 CC","157.8 bhp","5.0","4.0"
"BMW 3 Series 320d Sport Line","Hyderabad","2015.0","10000.0","Diesel","Automatic","First","18.88 kmpl","1995 CC","184 bhp","5.0","30.0"
"Maruti SX4 Zxi BSIII","Chennai","2007.0","62493.0","Petrol","Manual","First","15.0 kmpl","1586 CC","104.68 bhp","5.0","1.8"
"Maruti Ciaz VXi Plus","Kochi","2015.0","44620.0","Petrol","Manual","First","20.73 kmpl","1373 CC","91.1 bhp","5.0","6.93"
"Land Rover Range Rover 3.6 TDV8 Vogue SE Diesel","Bangalore","2012.0","66538.0","Diesel","Automatic","First","10.2 kmpl","4367 CC","308 bhp","7.0","70.0"
"Toyota Innova 2.5 G (Diesel) 7 Seater BS IV","Ahmedabad","2013.0","60000.0","Diesel","Manual","First","12.99 kmpl","2494 CC","100 bhp","7.0","7.9"
"Hyundai Santro Xing GL","Kochi","2011.0","20842.0","Petrol","Manual","First","0.0 kmpl","1086 CC","62 bhp","5.0","2.78"
"Hyundai Santa Fe 4WD AT","Chennai","2014.0","110000.0","Diesel","Automatic","First","13.01 kmpl","2199 CC","194.3 bhp","7.0","14.4"
"Mercedes-Benz New C-Class C250 Avantgarde","Mumbai","2011.0","45000.0","Petrol","Automatic","Second","11.74 kmpl","1796 CC","186 bhp","5.0","13.5"
"Maruti Wagon R LXI CNG","Mumbai","2014.0","40000.0","CNG","Manual","Second","26.6 km/kg","998 CC","58.16 bhp","5.0","3.15"
"Maruti Alto LXi","Coimbatore","2012.0","49008.0","Petrol","Manual","First","19.7 kmpl","796 CC","46.3 bhp","5.0","2.88"
"Maruti Alto 800 2016-2019 LXI","Kolkata","2016.0","31000.0","Petrol","Manual","First","24.7 kmpl","796 CC","47.3 bhp","5.0","2.15"
"Nissan Sunny 2011-2014 XV","Pune","2013.0","8000.0","Petrol","Manual","First","16.95 kmpl","1498 CC","97.7 bhp","5.0","3.75"
"Maruti Alto 800 2016-2019 VXI","Mumbai","2019.0","171.0","Petrol","Manual","First","24.7 kmpl","796 CC","47.3 bhp","5.0","3.6"
"Maruti Alto K10 VXI","Kolkata","2018.0","2100.0","Petrol","Manual","First","24.07 kmpl","998 CC","67.1 bhp","5.0","3.6"
"Hyundai Grand i10 1.2 Kappa Sportz AT","Coimbatore","2018.0","20667.0","Petrol","Automatic","First","18.9 kmpl","1197 CC","81.86 bhp","5.0","7.55"
"Honda Mobilio S i DTEC","Kolkata","2015.0","50000.0","Diesel","Manual","First","24.2 kmpl","1498 CC","98.6 bhp","7.0","4.7"
"Tata Manza Aqua Quadrajet","Jaipur","2010.0","100030.0","Diesel","Manual","Second","18.8 kmpl","1248 CC","90 bhp","5.0","1.6"
"Chevrolet Optra Magnum 2.0 LT","Pune","2011.0","75372.0","Diesel","Manual","First","16.52 kmpl","1991 CC","123.7 bhp","5.0","3.34"
"Honda City i VTEC CVT VX","Kochi","2016.0","60475.0","Petrol","Automatic","First","18.0 kmpl","1497 CC","117.3 bhp","5.0","9.1"
"Hyundai Grand i10 1.2 Kappa Sportz","Kochi","2019.0","18453.0","Petrol","Manual","First","18.9 kmpl","1197 CC","81.86 bhp","5.0","6.17"
"Hyundai Verna CRDi 1.6 SX","Hyderabad","2008.0","96578.0","Diesel","Manual","First","22.0 kmpl","1582 CC","126.2 bhp","5.0","2.5"
"Nissan Micra XL","Kolkata","2016.0","31001.0","Petrol","Manual","First","18.44 kmpl","1198 CC","75 bhp","5.0","3.0"
"Hyundai Verna 1.6 SX","Jaipur","2012.0","65900.0","Diesel","Manual","First","22.32 kmpl","1582 CC","126.32 bhp","5.0","5.75"
"Hyundai Creta 1.6 VTVT E Plus","Bangalore","2017.0","26246.0","Petrol","Manual","First","15.29 kmpl","1591 CC","121.3 bhp","5.0","10.75"
"Maruti Wagon R VXI BS IV","Jaipur","2013.0","62700.0","Petrol","Manual","Second","20.51 kmpl","998 CC","67.04 bhp","5.0","2.85"
"Honda Accord 2.4 Elegance A/T","Chennai","2008.0","90000.0","Petrol","Automatic","First","10.2 kmpl","2354 CC","180 bhp","5.0","6.5"
"Honda City 1.5 S AT","Bangalore","2016.0","36000.0","Petrol","Automatic","First","16.8 kmpl","1497 CC","118 bhp","5.0","9.45"
"Maruti Baleno Alpha 1.3","Delhi","2016.0","46000.0","Diesel","Manual","First","27.39 kmpl","1248 CC","74 bhp","5.0","6.75"
"Honda City i DTec V","Coimbatore","2017.0","73003.0","Diesel","Manual","First","26.0 kmpl","1498 CC","98.6 bhp","5.0","7.75"
"Hyundai i20 Era 1.4 CRDi","Kochi","2014.0","46566.0","Diesel","Manual","First","22.54 kmpl","1396 CC","88.76 bhp","5.0","4.4"
"Mercedes-Benz E-Class 2015-2017 E350 Edition E","Jaipur","2015.0","41493.0","Diesel","Automatic","First","13.0 kmpl","2987 CC","265 bhp","5.0","42.0"
"Nissan Terrano XV 110 PS","Kochi","2014.0","103788.0","Diesel","Manual","First","19.01 kmpl","1461 CC","108.5 bhp","5.0","5.67"
"Renault Duster 110PS Diesel RxZ AMT","Bangalore","2016.0","45000.0","Diesel","Automatic","First","19.6 kmpl","1461 CC","108.45 bhp","5.0","11.5"
"Maruti Wagon R LXI Minor","Pune","2009.0","120000.0","Petrol","Manual","First","18.9 kmpl","998 CC","67.1 bhp","5.0","1.69"
"Hyundai Getz 1.5 CRDi GVS","Jaipur","2009.0","97359.0","Diesel","Manual","Second","17.1 kmpl","1493 CC","110 bhp","5.0","1.8"
"Maruti Ritz LXi","Mumbai","2016.0","62000.0","Petrol","Manual","First","18.5 kmpl","1197 CC","85.80 bhp","5.0","3.2"
"Honda City 1.5 GXI","Pune","2004.0","115000.0","Petrol","Manual","Second","0.0 kmpl","","","","1.5"
"BMW 5 Series 520d Sport Line","Kochi","2019.0","18373.0","Diesel","Automatic","First","22.48 kmpl","1995 CC","187.74 bhp","5.0","45.86"
"Volkswagen Polo 1.2 MPI Highline","Hyderabad","2016.0","60453.0","Petrol","Manual","First","16.47 kmpl","1198 CC","74 bhp","5.0","5.1"
"Maruti Swift VDI BSIV","Pune","2013.0","37000.0","Diesel","Manual","First","17.8 kmpl","1248 CC","null bhp","5.0","4.85"
"Ford Figo Petrol ZXI","Mumbai","2010.0","69009.0","Petrol","Manual","Second","15.6 kmpl","1196 CC","70 bhp","5.0","2.4"
"BMW 3 Series 320d Luxury Line","Hyderabad","2013.0","30000.0","Diesel","Automatic","First","18.88 kmpl","1995 CC","184 bhp","5.0","22.0"
"Hyundai Verna 1.6 SX CRDi (O)","Delhi","2012.0","70707.0","Diesel","Manual","First","22.32 kmpl","1582 CC","126.32 bhp","5.0","4.28"
"Renault Duster 85PS Diesel RxL","Coimbatore","2015.0","64677.0","Diesel","Manual","First","20.45 kmpl","1461 CC","83.8 bhp","5.0","5.67"
"Hyundai Grand i10 1.2 Kappa Magna AT","Bangalore","2018.0","3000.0","Petrol","Automatic","First","18.9 kmpl","1197 CC","81.86 bhp","5.0","6.2"
"BMW X1 sDrive20d","Bangalore","2013.0","49000.0","Diesel","Automatic","Second","17.05 kmpl","1995 CC","184 bhp","5.0","14.49"
"Maruti Ritz VDi","Pune","2010.0","71000.0","Diesel","Manual","First","21.1 kmpl","1248 CC","73.9 bhp","5.0","3.0"
"Hyundai i10 Era 1.1 iTech SE","Jaipur","2010.0","52000.0","Petrol","Manual","Second","19.81 kmpl","1086 CC","68.05 bhp","5.0","2.25"
"BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater","Kochi","2016.0","35659.0","Diesel","Automatic","First","15.97 kmpl","2993 CC","258 bhp","7.0","43.78"
"Honda City V MT Exclusive","Kochi","2019.0","5377.0","Petrol","Manual","First","16.8 kmpl","1497 CC","116.3 bhp","5.0","11.45"
"Mahindra Ssangyong Rexton RX7","Delhi","2014.0","65000.0","Diesel","Automatic","First","11.18 kmpl","2696 CC","184 bhp","7.0","10.5"
"Ford Ecosport 1.5 DV5 MT Titanium Optional","Coimbatore","2015.0","92708.0","Diesel","Manual","First","22.7 kmpl","1498 CC","89.84 bhp","5.0","7.48"
"Maruti Alto LXi","Coimbatore","2010.0","48105.0","Petrol","Manual","First","19.7 kmpl","796 CC","46.3 bhp","5.0","3.1"
"Volkswagen Polo 1.2 MPI Highline","Mumbai","2011.0","46759.0","Petrol","Manual","First","16.47 kmpl","1198 CC","74 bhp","5.0","2.55"
"Volkswagen Polo Diesel Comfortline 1.2L","Jaipur","2013.0","62000.0","Diesel","Manual","First","22.07 kmpl","1199 CC","73.9 bhp","5.0","3.5"
"Volkswagen Polo Diesel Highline 1.2L","Kolkata","2012.0","35175.0","Diesel","Manual","First","22.07 kmpl","1199 CC","73.9 bhp","5.0","2.59"
"Maruti Ertiga ZDI","Kolkata","2013.0","70000.0","Diesel","Manual","First","20.77 kmpl","1248 CC","88.8 bhp","7.0","5.45"
"Ford EcoSport 1.5 TDCi Ambiente","Kolkata","2017.0","30000.0","Diesel","Manual","First","22.77 kmpl","1498 CC","98.59 bhp","5.0","6.0"
"Toyota Innova Crysta 2.8 ZX AT","Kolkata","2016.0","66618.0","Diesel","Automatic","First","11.36 kmpl","2755 CC","171.5 bhp","7.0","15.49"
"BMW 5 Series 523i Sedan","Mumbai","2010.0","69300.0","Petrol","Automatic","Second","10.8 kmpl","2497 CC","150 bhp","5.0","12.5"
"Maruti Swift Dzire Tour LDI","Kolkata","2017.0","148000.0","Diesel","Manual","First","23.4 kmpl","1248 CC","74 bhp","5.0","4.75"
"Ford Ecosport 1.0 Ecoboost Platinum Edition","Mumbai","2017.0","22000.0","Petrol","Manual","First","18.88 kmpl","999 CC","123.24 bhp","5.0","7.85"
"Hyundai Verna CRDi SX","Ahmedabad","2013.0","75000.0","Diesel","Manual","First","16.8 kmpl","1493 CC","110 bhp","5.0","6.0"
"Tata Zest Revotron 1.2T XM","Mumbai","2016.0","43706.0","Petrol","Manual","First","17.57 kmpl","1193 CC","88.7 bhp","5.0","4.0"
"Audi A7 2011-2015 3.0 TDI Quattro","Mumbai","2011.0","42000.0","Diesel","Automatic","First","14.4 kmpl","2967 CC","241.4 bhp","5.0","28.75"
"Tata Indica Vista Quadrajet VX","Pune","2012.0","65000.0","Diesel","Manual","First","22.3 kmpl","1248 CC","74 bhp","5.0","2.5"
"Maruti Swift Dzire VDI","Delhi","2015.0","76128.0","Diesel","Manual","First","26.59 kmpl","1248 CC","74 bhp","5.0","5.5"
"Fiat Linea Emotion","Kolkata","2010.0","39852.0","Petrol","Manual","First","16.0 kmpl","1368 CC","90 bhp","5.0","1.59"
"Hyundai i20 1.2 Spotz","Mumbai","2017.0","18673.0","Petrol","Manual","First","18.6 kmpl","1197 CC","81.83 bhp","5.0","6.22"
"Hyundai EON Era Plus","Kolkata","2016.0","11583.0","Petrol","Manual","First","21.1 kmpl","814 CC","55.2 bhp","5.0","2.75"
"Hyundai Santro Xing XL","Chennai","2007.0","82000.0","Petrol","Manual","Second","0.0 kmpl","1086 CC","null bhp","5.0","1.35"
"Mercedes-Benz GLA Class 200 CDI SPORT","Pune","2017.0","50000.0","Diesel","Automatic","First","17.9 kmpl","2143 CC","136 bhp","5.0","25.0"
"Maruti Celerio VXI","Delhi","2014.0","77000.0","Petrol","Manual","First","23.1 kmpl","998 CC","67.04 bhp","5.0","2.8"
"Chevrolet Beat LT","Mumbai","2014.0","54890.0","Petrol","Manual","Second","17.8 kmpl","1199 CC","76.8 bhp","5.0","2.45"
"Honda Jazz 1.2 V AT i VTEC Privilege","Pune","2016.0","21000.0","Petrol","Automatic","First","19.0 kmpl","1199 CC","88.7 bhp","5.0","6.35"
"BMW 3 Series 320d Highline","Mumbai","2009.0","58557.0","Diesel","Automatic","Third","16.07 kmpl","1995 CC","181 bhp","5.0","8.0"
"Renault Duster 110PS Diesel RxL","Bangalore","2014.0","70000.0","Diesel","Manual","First","19.01 kmpl","1461 CC","108.45 bhp","5.0","8.25"
"Ford Figo 2015-2019 1.5P Titanium AT","Mumbai","2017.0","16000.0","Petrol","Automatic","First","17.01 kmpl","1499 CC","110.4 bhp","5.0","5.95"
"Toyota Innova Crysta 2.4 VX MT","Kochi","2018.0","8899.0","Diesel","Manual","First","13.68 kmpl","2393 CC","147.8 bhp","7.0","19.92"
"Chevrolet Beat Diesel LS","Kochi","2016.0","83629.0","Diesel","Manual","First","25.44 kmpl","936 CC","56.3 bhp","5.0","3.15"
"Volkswagen Polo GTI","Chennai","2014.0","35059.0","Petrol","Automatic","First","17.21 kmpl","1798 CC","189 bhp","4.0","5.75"
"Ford Endeavour 3.2 Trend AT 4X4","Kochi","2018.0","30552.0","Diesel","Automatic","First","10.91 kmpl","3198 CC","197.2 bhp","7.0","32.44"
"Hyundai Verna 1.6 SX CRDI (O) AT","Kochi","2016.0","44875.0","Diesel","Automatic","Second","22.32 kmpl","1582 CC","126.32 bhp","5.0","8.01"
"Ford Figo 2015-2019 1.2P Titanium Opt MT","Coimbatore","2017.0","25095.0","Petrol","Manual","First","18.16 kmpl","1196 CC","86.8 bhp","5.0","6.48"
"Maruti 800 AC","Jaipur","2007.0","59000.0","Petrol","Manual","First","16.1 kmpl","796 CC","37 bhp","4.0","0.75"
"Honda City i DTEC V","Kolkata","2014.0","36000.0","Diesel","Manual","First","26.0 kmpl","1498 CC","98.6 bhp","5.0","5.0"
"Mahindra XUV500 W8 2WD","Mumbai","2012.0","37000.0","Diesel","Manual","First","16.0 kmpl","2179 CC","140 bhp","7.0","7.75"
"Ford Figo Diesel ZXI","Chennai","2010.0","90000.0","Diesel","Manual","First","20.0 kmpl","1399 CC","68 bhp","5.0","2.6"
"Ford EcoSport 1.5 Petrol Titanium","Pune","2018.0","17000.0","Petrol","Manual","First","17.0 kmpl","1497 CC","121.36 bhp","5.0","9.2"
"Hyundai i20 Asta 1.2","Mumbai","2015.0","42575.0","Petrol","Manual","First","18.6 kmpl","1197 CC","81.83 bhp","5.0","5.05"
"Toyota Innova 2.5 G (Diesel) 7 Seater BS IV","Hyderabad","2012.0","131000.0","Diesel","Manual","First","12.99 kmpl","2494 CC","100 bhp","7.0","9.6"
"Renault Duster 85PS Diesel RxL Optional","Mumbai","2013.0","74000.0","Diesel","Manual","First","20.46 kmpl","1461 CC","83.8 bhp","5.0","5.5"
"Toyota Innova 2.5 VX (Diesel) 8 Seater","Mumbai","2013.0","47234.0","Diesel","Manual","First","12.99 kmpl","2494 CC","100.6 bhp","8.0","9.35"
"Honda City 1.5 S MT","Delhi","2009.0","231673.0","Petrol","Manual","First","17.0 kmpl","1497 CC","118 bhp","5.0","2.6"
"Maruti Alto K10 VXI","Hyderabad","2016.0","10000.0","Petrol","Manual","First","24.07 kmpl","998 CC","67.1 bhp","5.0","3.5"
"Nissan Micra Active XL Petrol","Kochi","2016.0","49389.0","Petrol","Manual","First","19.49 kmpl","1198 CC","67.04 bhp","5.0","4.26"
"Maruti Celerio VXI AT","Chennai","2016.0","12000.0","Petrol","Automatic","Second","23.1 kmpl","998 CC","67.04 bhp","5.0","4.25"
"Mercedes-Benz New C-Class 200 Kompressor","Hyderabad","2010.0","65000.0","Petrol","Manual","Second","11.7 kmpl","1796 CC","178 bhp","5.0","11.75"
"Ford Fiesta Diesel Style","Chennai","2013.0","177000.0","Diesel","Manual","First","23.5 kmpl","1498 CC","88.7 bhp","5.0","3.5"
"Hyundai Verna 1.6 VTVT S","Jaipur","2015.0","89000.0","Petrol","Manual","First","17.01 kmpl","1591 CC","121.3 bhp","5.0","7.5"
"Hyundai i20 1.4 Asta (AT)","Chennai","2009.0","72000.0","Petrol","Automatic","Third","15.0 kmpl","1396 CC","100 bhp","5.0","3.25"
"Maruti Swift Dzire VXi","Chennai","2012.0","49000.0","Petrol","Manual","First","17.5 kmpl","1298 CC","85.8 bhp","5.0","4.9"
"Mercedes-Benz New C-Class C 220CDIBE Avantgarde Command","Hyderabad","2014.0","51355.0","Diesel","Automatic","First","14.84 kmpl","2143 CC","170 bhp","5.0","27.0"
"Hyundai Elite i20 Petrol Asta","Kochi","2017.0","13460.0","Petrol","Manual","First","18.6 kmpl","1197 CC","81.86 bhp","5.0","8.91"
"Hyundai Verna 1.6 VTVT EX AT","Kochi","2014.0","35642.0","Petrol","Automatic","First","17.01 kmpl","1591 CC","121.4 bhp","5.0","6.69"
"Chevrolet Cruze LTZ","Kochi","2014.0","52895.0","Diesel","Manual","First","17.3 kmpl","1998 CC","163.7 bhp","5.0","6.02"
"Toyota Corolla Altis 1.8 G","Mumbai","2010.0","93000.0","Petrol","Manual","First","14.28 kmpl","1798 CC","138.03 bhp","5.0","4.5"
"Maruti A-Star Vxi","Pune","2011.0","70000.0","Petrol","Manual","First","19.0 kmpl","998 CC","66.1 bhp","5.0","2.0"
"Nissan Micra Diesel XV Premium","Kolkata","2012.0","32048.0","Diesel","Manual","First","23.08 kmpl","1461 CC","63.1 bhp","5.0","2.4"
"Tata Nano LX","Pune","2013.0","4700.0","Petrol","Manual","First","25.4 kmpl","624 CC","37.48 bhp","4.0","1.2"
"Maruti Swift Dzire Tour LDI","Delhi","2014.0","71800.0","Diesel","Manual","First","23.4 kmpl","1248 CC","74 bhp","5.0","2.9"
"Land Rover Range Rover Sport 2005 2012 Sport","Coimbatore","2008.0","69078.0","Petrol","Manual","First","0.0 kmpl","","","","40.88"
"Audi Q3 2.0 TDI Quattro","Ahmedabad","2016.0","45000.0","Diesel","Automatic","First","17.32 kmpl","1968 CC","184 bhp","5.0","27.0"
"Honda Amaze VX i-DTEC","Chennai","2016.0","15388.0","Diesel","Manual","First","25.8 kmpl","1498 CC","98.6 bhp","5.0","7.5"
"Chevrolet Optra 1.6 LS","Mumbai","2004.0","98798.0","Petrol","Manual","First","14.7 kmpl","1599 CC","104 bhp","5.0","1.5"
"Audi Q5 2.0 TDI Premium Plus","Hyderabad","2016.0","43000.0","Diesel","Automatic","First","14.16 kmpl","1968 CC","174.3 bhp","5.0","39.5"
"Maruti Ritz VDi","Hyderabad","2012.0","85112.0","Diesel","Manual","First","23.2 kmpl","1248 CC","73.94 bhp","5.0","3.39"
"Mahindra Scorpio S6 7 Seater","Kochi","2018.0","37804.0","Diesel","Manual","First","15.4 kmpl","2179 CC","120 bhp","7.0","12.4"
"Maruti Ciaz ZDi SHVS","Chennai","2014.0","45000.0","Diesel","Manual","First","28.09 kmpl","1248 CC","88.5 bhp","5.0","6.85"
"Toyota Corolla Altis Aero D 4D J","Pune","2011.0","116000.0","Diesel","Manual","Second","21.43 kmpl","1364 CC","138 bhp","5.0","5.75"
"Tata Indica V2 eLS","Chennai","2015.0","100073.0","Diesel","Manual","Second","25.0 kmpl","1396 CC","69 bhp","5.0","2.0"
"Maruti 800 Std BSIII","Jaipur","2006.0","165000.0","Petrol","Manual","First","16.1 kmpl","796 CC","37 bhp","4.0","0.9"
"Volkswagen Polo 1.2 MPI Highline","Kolkata","2015.0","22000.0","Petrol","Manual","First","16.47 kmpl","1198 CC","74 bhp","5.0","3.8"
"Hyundai Elantra 2.0 SX Option AT","Delhi","2017.0","9500.0","Petrol","Automatic","First","14.62 kmpl","1999 CC","149.92 bhp","5.0","16.35"
"Toyota Fortuner 4x2 4 Speed AT","Hyderabad","2012.0","152000.0","Diesel","Automatic","First","11.5 kmpl","2982 CC","169 bhp","7.0","16.5"
"Maruti Baleno Zeta 1.2","Coimbatore","2019.0","17705.0","Petrol","Manual","First","21.4 kmpl","1197 CC","83.1 bhp","5.0","8.7"
"Maruti Baleno Zeta 1.2","Mumbai","2016.0","12000.0","Petrol","Manual","First","21.4 kmpl","1197 CC","83.1 bhp","5.0","6.1"
"Mini Cooper Countryman D","Hyderabad","2013.0","51000.0","Diesel","Automatic","First","23.8 kmpl","1998 CC","112 bhp","5.0","21.94"
"Mercedes-Benz S Class 2005 2013 320 CDI","Chennai","2009.0","42000.0","Diesel","Automatic","Second","13.0 kmpl","2987 CC","210 bhp","5.0","22.0"
"Maruti Alto K10 LXI","Delhi","2015.0","51000.0","Petrol","Manual","First","20.92 kmpl","998 CC","67.1 bhp","5.0","2.65"
"Maruti Swift VXI Optional","Kochi","2017.0","42527.0","Petrol","Manual","First","20.4 kmpl","1197 CC","81.80 bhp","5.0","5.27"
"Chevrolet Sail LT ABS","Kolkata","2014.0","45000.0","Diesel","Manual","First","22.1 kmpl","1248 CC","74 bhp","5.0","2.48"
"Toyota Innova 2.5 G (Diesel) 8 Seater BS IV","Kolkata","2011.0","70000.0","Diesel","Manual","First","12.8 kmpl","2494 CC","102 bhp","8.0","6.0"
"Toyota Fortuner 3.0 Diesel","Mumbai","2009.0","92000.0","Diesel","Manual","First","11.5 kmpl","2982 CC","171 bhp","7.0","8.9"
"BMW 3 Series 320d Sport Line","Hyderabad","2012.0","57156.0","Diesel","Automatic","Second","18.88 kmpl","1995 CC","184 bhp","5.0","18.0"
"Skoda Octavia Ambition 1.4 TSI MT","Coimbatore","2016.0","53211.0","Petrol","Manual","First","16.8 kmpl","1395 CC","138.02 bhp","5.0","11.64"
"Toyota Fortuner 3.0 Diesel","Kolkata","2019.0","80000.0","Diesel","Manual","First","11.5 kmpl","2982 CC","171 bhp","7.0","8.99"
"Volkswagen Jetta 2007-2011 1.9 Highline TDI","Bangalore","2009.0","74000.0","Diesel","Automatic","First","15.5 kmpl","1896 CC","105 bhp","5.0","5.25"
"Hyundai i20 1.4 CRDi Asta","Kolkata","2011.0","37000.0","Diesel","Manual","First","23.0 kmpl","1396 CC","90 bhp","5.0","2.95"
"Tata Manza Club Class Quadrajet90 LX","Mumbai","2013.0","64000.0","Diesel","Manual","Second","21.02 kmpl","1248 CC","88.76 bhp","5.0","2.65"
"Volkswagen Vento Petrol Highline","Pune","2013.0","57197.0","Petrol","Manual","First","15.04 kmpl","1598 CC","103.6 bhp","5.0","4.0"
"Hyundai Creta 1.6 SX Automatic Diesel","Chennai","2016.0","55000.0","Diesel","Automatic","First","17.6 kmpl","1582 CC","126.2 bhp","5.0","12.5"
"Maruti Ritz VXI","Mumbai","2014.0","33000.0","Petrol","Manual","First","21.1 kmpl","1197 CC","85.80 bhp","5.0","3.25"
"Honda CR-V 2.0L 2WD MT","Delhi","2008.0","70000.0","Petrol","Manual","First","13.1 kmpl","1997 CC","141.1 bhp","5.0","4.0"
"Mahindra XUV500 W8 2WD","Delhi","2012.0","75000.0","Diesel","Manual","Second","15.1 kmpl","2179 CC","140 bhp","7.0","6.25"
"Volkswagen Ameo 1.5 TDI Comfortline","Jaipur","2016.0","58095.0","Diesel","Manual","First","21.66 kmpl","1498 CC","108.62 bhp","5.0","5.8"
"Tata Zest Revotron 1.2 XT","Kolkata","2015.0","7445.0","Petrol","Manual","First","17.57 kmpl","1193 CC","88.7 bhp","5.0","5.0"
"Jaguar XJ 3.0L Portfolio LWB","Kochi","2016.0","17652.0","Diesel","Automatic","First","12.9 kmpl","2993 CC","270.88 bhp","5.0","58.73"
"Toyota Corolla Altis 1.8 VL CVT","Kochi","2018.0","28321.0","Petrol","Automatic","First","14.28 kmpl","1798 CC","138.03 bhp","5.0","17.49"
"Maruti A-Star Vxi","Pune","2011.0","69000.0","Petrol","Manual","Second","19.0 kmpl","998 CC","66.1 bhp","5.0","1.95"
"Honda Accord VTi-L (AT)","Mumbai","2007.0","80000.0","Petrol","Automatic","First","11.1 kmpl","2354 CC","142 bhp","5.0","3.0"
"Hyundai i20 Asta (o)","Delhi","2014.0","42365.0","Petrol","Manual","First","17.0 kmpl","1197 CC","80 bhp","5.0","5.5"
"Toyota Fortuner 4x2 AT","Delhi","2013.0","123000.0","Diesel","Automatic","First","12.55 kmpl","2982 CC","168.5 bhp","7.0","16.5"
"Mercedes-Benz New C-Class C 200 CGI Avantgarde","Mumbai","2011.0","40000.0","Petrol","Automatic","Second","11.74 kmpl","1796 CC","186 bhp","5.0","14.5"
"Maruti Baleno Alpha 1.3","Hyderabad","2016.0","30112.0","Diesel","Manual","First","27.39 kmpl","1248 CC","74 bhp","5.0","7.79"
"Maruti Ertiga VDI","Kochi","2017.0","43775.0","Diesel","Manual","First","20.77 kmpl","1248 CC","88.76 bhp","7.0","8.27"
"Land Rover Range Rover Sport SE","Kochi","2019.0","26013.0","Diesel","Automatic","First","12.65 kmpl","2993 CC","255 bhp","5.0","97.07"
"Chevrolet Optra Magnum 1.6 LT ABS BS3","Mumbai","2012.0","56000.0","Petrol","Manual","First","12.9 kmpl","1598 CC","102.5 bhp","5.0","2.15"
"Honda Civic 2006-2010 1.8 V AT","Hyderabad","2008.0","95000.0","Petrol","Automatic","Second","12.9 kmpl","1799 CC","130 bhp","5.0","3.0"
"BMW X3 xDrive20d","Coimbatore","2014.0","41089.0","Diesel","Automatic","First","16.09 kmpl","1995 CC","184 bhp","5.0","28.79"
"Skoda Laura Ambition 2.0 TDI CR AT","Mumbai","2011.0","41988.0","Diesel","Automatic","First","20.0 kmpl","1968 CC","138.1 bhp","5.0","5.45"
